,Country,Country Code,Year,Exports (% of GDP),FDI (% of GDP),GDP (USD),Imports (% of GDP),Inflation (%),Density (p/km2),Population,Unemployment (% of total labor force)
470,Lao PDR,LAO,1989,12.13067521,0.560187355,2564130576.0,31.99615679,61.33259651,18.16954939,4193532.0,0.0
471,Lao PDR,LAO,1990,11.32876329,0.693192961,2736044728.0,24.51844518,35.64298297,18.69342721,4314443.0,0.0
472,Lao PDR,LAO,1991,12.95372648,0.671148791,2853600631.0,25.22859516,13.44155844,19.22541161,4437225.0,2.611
473,Lao PDR,LAO,1992,17.02575543,0.691607729,3012256768.0,27.10500319,9.86452967,19.76215771,4561106.0,2.576
474,Lao PDR,LAO,1993,21.46161926,2.251932238,3190358153.0,31.16719275,6.267222415,20.30024263,4685296.0,2.59
475,Lao PDR,LAO,1994,24.98694072,3.835174699,3450660066.0,39.82232928,6.784480786,20.83167244,4807950.0,2.506
476,Lao PDR,LAO,1995,23.22038891,5.392573986,3693284751.0,37.33407723,19.59391899,21.34935875,4927432.0,2.6
477,Lao PDR,LAO,1996,22.69874962,8.528709312,3949167474.0,41.05842399,13.0244157,21.85404679,5043914.0,2.485
478,Lao PDR,LAO,1997,23.89222479,5.20889424,4220557868.0,41.26474597,27.50886245,22.31602253,5150538.0,2.367
479,Lao PDR,LAO,1998,36.45587275,3.585439352,4388013063.0,47.81366775,90.98073456,22.73363085,5246922.0,2.382
480,Lao PDR,LAO,1999,35.87584152,5.424803198,4708617800.0,44.18261464,125.2721284,23.13715771,5340056.0,2.102
481,Lao PDR,LAO,2000,30.6620036,1.9576039,4981660297.0,38.17529777,25.08464143,23.53055893,5430853.0,2.04
482,Lao PDR,LAO,2001,27.87315887,1.35157902,5268176149.0,38.02627801,7.811807948,23.91554159,5519707.0,1.913
483,Lao PDR,LAO,2002,28.75251466,0.253176893,5579985992.0,38.50238819,10.63134463,24.28986568,5606101.0,1.778
484,Lao PDR,LAO,2003,23.50043316,0.962969691,5918523870.0,37.07166272,15.48935292,24.64932842,5689065.0,1.642
485,Lao PDR,LAO,2004,24.91212256,0.714895049,6294805595.0,41.16762906,10.46226673,24.99205806,5768167.0,1.503
486,Lao PDR,LAO,2005,28.96373572,1.013321328,6742213206.0,42.82891055,7.165417599,25.35948873,5852970.0,1.35
487,Lao PDR,LAO,2006,38.15507752,5.421387441,7323342511.0,43.80629789,6.545594391,25.76513432,5946593.0,1.191
488,Lao PDR,LAO,2007,33.61431308,7.660628441,7879684304.0,45.59831582,4.661972695,26.17568458,6041348.0,1.092
489,Lao PDR,LAO,2008,33.15408047,4.182002365,8496261938.0,48.69510162,7.628808876,26.58518631,6135861.0,0.965
490,Lao PDR,LAO,2009,30.08306968,5.45905875,9133632385.0,46.84775654,0.141187675,26.9927643,6229930.0,0.848
491,Lao PDR,LAO,2010,35.38402604,3.909348747,9912448589.0,49.33631185,5.982545216,27.39782496,6323418.0,0.71
492,Lao PDR,LAO,2011,40.3431561,3.437026465,10709275903.0,51.35553977,7.568988561,27.80037695,6416327.0,1.069
493,Lao PDR,LAO,2012,37.87672835,6.060674489,11568812929.0,60.30839808,4.255126778,28.20105286,6508803.0,1.422
494,Lao PDR,LAO,2013,38.1731034,5.686246291,12497360587.0,60.00604322,6.371427178,28.59940208,6600742.0,1.775
495,Lao PDR,LAO,2014,40.75454665,6.533849586,13448655106.0,58.30519164,4.129243069,28.99243501,6691454.0,2.146
496,Lao PDR,LAO,2015,33.95225731,7.470757223,14426381187.0,51.8460644,1.277354271,29.4082279,6787419.0,2.521
497,Lao PDR,LAO,2016,33.20942746,5.877746708,15439522315.0,41.88246346,1.596912276,29.85859185,6891363.0,2.896
498,Lao PDR,LAO,2017,35.47537723946152,9.917782999,16503696158.0,50.204332431720104,0.825478608,30.3202643,6997917.0,3.27
499,Lao PDR,LAO,2018,35.169778052309994,7.485644375,17534840493.0,49.78283223131439,2.040392669,30.78425477,7105006.0,3.266
500,Lao PDR,LAO,2019,34.78624280876829,4.031491814,18491845636.0,49.262906501448015,3.322558813,31.24806326,7212053.0,3.273
501,Lao PDR,LAO,2020,34.32477150883642,5.098073156,18584865506.0,48.644555242179194,5.10407263,31.71316724,7319399.0,3.576
502,Lao PDR,LAO,2021,33.78536415257258,5.693446966,19054756139.0,47.927778453420615,3.755620367,31.71316724,7425057.0,3.637
504,Malaysia,MYS,1960,53.06853051,0.0,10075036571.0,39.2601432,0.063182598,31.71316724,7833782.0,0.0
505,Malaysia,MYS,1961,48.4713157,0.0,10840537245.0,41.58364823,-0.180407722,24.57709633,8074805.0,0.0
506,Malaysia,MYS,1962,46.0421087,0.0,11536611351.0,43.13693488,0.108440268,25.33622888,8324218.0,0.0
507,Malaysia,MYS,1963,45.71837585,0.0,12383260592.0,43.98750651,3.105253656,26.11276822,8579350.0,0.0
508,Malaysia,MYS,1964,44.08208135,0.0,13046874934.0,42.34762428,-0.402731571,26.89369959,8835925.0,0.0
509,Malaysia,MYS,1965,44.89502762,0.0,14049509460.0,40.4198895,-0.105485232,27.67011414,9091016.0,0.0
510,Malaysia,MYS,1966,42.51272992,0.0,15147719016.0,38.56385742,0.967969025,28.42867144,9340240.0,0.0
511,Malaysia,MYS,1967,40.9649662,0.0,15731988728.0,38.5269412,4.57556214,29.16477249,9582086.0,0.0
512,Malaysia,MYS,1968,43.22707209,0.0,16987085946.0,39.70573811,-0.158346529,29.89288693,9821308.0,0.0
513,Malaysia,MYS,1969,47.21875557,0.0,17817505359.0,37.02085933,-0.409015025,30.62451377,10061684.0,0.0
514,Malaysia,MYS,1970,45.55752811,2.432604616,18884157200.0,41.32217432,1.843935966,31.36967889,10306508.0,0.0
515,Malaysia,MYS,1971,40.46314164,2.356078734,20779118279.0,39.02740255,1.613035964,32.11857252,10552557.0,0.0
516,Malaysia,MYS,1972,36.01265823,2.260438819,22729954368.0,37.3628692,3.231554224,32.87663674,10801619.0,0.0
517,Malaysia,MYS,1973,41.48373658,2.244552689,25389604879.0,35.84895583,10.56017574,33.67117334,11062664.0,0.0
518,Malaysia,MYS,1974,48.31131333,6.01110783,27501680285.0,48.07507218,17.32898098,34.50064526,11335187.0,0.0
519,Malaysia,MYS,1975,45.548988,3.769208638,27721987471.0,45.09672219,4.487722269,35.3612753,11617947.0,0.0
520,Malaysia,MYS,1976,51.8212569,3.450274281,30927616658.0,41.37439915,2.633711507,36.25043677,11910081.0,0.0
521,Malaysia,MYS,1977,50.14223871,3.089074722,33325452833.0,42.63450835,4.788224014,37.19045503,12218924.0,0.0
522,Malaysia,MYS,1978,49.05505992,3.056483048,35542892545.0,43.49099931,4.860064586,38.17955258,12543892.0,0.0
523,Malaysia,MYS,1979,56.01413062,2.703291629,38865833087.0,47.13941065,3.654467998,39.18737179,12875011.0,0.0
524,Malaysia,MYS,1980,57.5448338,3.813715701,41758161062.0,55.04239514,6.674919535,40.22434028,13215707.0,0.0
525,Malaysia,MYS,1981,52.33888185,5.057831364,44657056115.0,58.52324996,9.7,41.28623954,13564594.0,0.0
526,Malaysia,MYS,1982,50.87301714,5.212561933,47311093044.0,59.58561638,5.81890003,42.37111246,13921029.0,0.0
527,Malaysia,MYS,1983,51.52745443,4.153743438,50269091780.0,56.4888422,3.704235463,43.50285193,14292862.0,0.0
528,Malaysia,MYS,1984,54.2690132,2.349423975,54170873180.0,52.36077938,3.897272601,44.70081875,14686454.0,0.0
529,Malaysia,MYS,1985,54.90770621,2.226631023,53615486166.0,49.77539693,0.346458791,45.98427941,15108135.0,0.0
530,Malaysia,MYS,1986,56.29661703,1.762689094,54280637167.0,50.20113417,0.737002855,47.35577538,15558740.0,0.0
531,Malaysia,MYS,1987,62.89449343,1.313416535,57098850999.0,49.02509712,0.290007909,48.79958302,16033103.0,0.0
532,Malaysia,MYS,1988,66.41550287,2.039636235,62773174750.0,56.20872578,2.556519453,50.29558971,16524616.0,0.0
533,Malaysia,MYS,1989,71.37684947,4.293264,68460173834.0,65.31221195,2.813200897,51.80381373,17020143.0,0.0
534,Malaysia,MYS,1990,74.4661197,5.298123388,74627427172.0,72.42213283,2.617801047,53.31625019,17517054.0,0.0
535,Malaysia,MYS,1991,77.82555283,8.136329636,81750963915.0,81.48589444,4.358333333,54.83933648,18017464.0,3.66
536,Malaysia,MYS,1992,75.98386005,8.760474402,89014633508.0,74.62736093,4.7672283,56.38931061,18526708.0,3.71
537,Malaysia,MYS,1993,78.92028758,7.482853658,97822581052.0,79.02017492,3.536585366,57.98227667,19050077.0,4.11
538,Malaysia,MYS,1994,89.15077688,5.829614258,106834000000.0,90.75416579,3.724970554,59.62168011,19588703.0,3.655
539,Malaysia,MYS,1995,94.08917037,4.710245402,117335000000.0,98.02402988,3.450575096,61.29017806,20136888.0,3.15
540,Malaysia,MYS,1996,91.57615121,5.035342931,129072000000.0,90.19083127,3.488559459,62.97078375,20689051.0,2.52
541,Malaysia,MYS,1997,93.289448,5.136241158,138523000000.0,92.37566316,2.662514597,64.67562928,21249178.0,2.45
542,Malaysia,MYS,1998,115.7437254,2.997750852,128329000000.0,93.74847746,5.270342003,66.38423984,21810542.0,3.2
543,Malaysia,MYS,1999,121.3113937,4.921466665,136205000000.0,96.25952574,2.744561302,68.08295541,22368655.0,3.43
544,Malaysia,MYS,2000,119.8097087,4.038428624,148271000000.0,100.5970803,1.534740237,69.83761984,22945150.0,3.0
545,Malaysia,MYS,2001,110.4024914,0.597029318,149039000000.0,92.96214465,1.416784732,71.6558119,23542517.0,3.53
546,Malaysia,MYS,2002,108.3053028,3.166124323,157073000000.0,91.0509299,1.807872463,73.48179881,24142445.0,3.48
547,Malaysia,MYS,2003,106.9434461,2.920942095,166166000000.0,87.25168291,1.089676326,75.29877035,24739411.0,3.61
548,Malaysia,MYS,2004,115.3733377,3.50787262,177437000000.0,95.00092818,1.421271159,77.10621519,25333247.0,3.54
549,Malaysia,MYS,2005,112.8989768,2.734393126,186898000000.0,90.95566782,2.975070927,78.9028641,25923536.0,3.53
550,Malaysia,MYS,2006,112.1854808,4.727194488,197336000000.0,90.391666,3.609235642,80.68608431,26509413.0,3.32
551,Malaysia,MYS,2007,106.1682749,4.686888049,209766000000.0,86.29723149,2.027353178,82.4611292,27092604.0,3.23
552,Malaysia,MYS,2008,99.49957724,3.280787035,219902000000.0,77.16874754,5.440782211,84.20117486,27664296.0,3.32
553,Malaysia,MYS,2009,91.41679187,0.056692268,216573000000.0,71.14217859,0.583308406,85.88404809,28217204.0,3.66
554,Malaysia,MYS,2010,86.93029507,4.268663866,232654000000.0,71.01446982,1.622852356,87.40749049,28717731.0,3.39
555,Malaysia,MYS,2011,85.25544211,5.074455346,244970000000.0,69.6822425,3.174470922,88.82706742,29184133.0,3.05
556,Malaysia,MYS,2012,79.29991393,2.829056466,258378000000.0,68.54184084,1.663571025,90.27609801,29660212.0,3.1
557,Malaysia,MYS,2013,75.62904103,3.494301779,270506000000.0,67.09195043,2.105012312,91.72061178,30134807.0,3.16
558,Malaysia,MYS,2014,73.79349863,3.141267795,286755000000.0,64.51873255,3.142990509,93.15616801,30606459.0,2.88
559,Malaysia,MYS,2015,69.44868094,3.270949574,301355000000.0,61.92137074,2.104389802,94.56348501,31068833.0,3.1
560,Malaysia,MYS,2016,66.77541294,4.471318192,314764000000.0,60.12356585,2.090566595,95.95622584,31526418.0,3.44
561,Malaysia,MYS,2017,70.01173204,2.935792031,333061000000.0,63.14345884,3.871201158,97.32401765,31975806.0,3.41
562,Malaysia,MYS,2018,68.55494005,2.31456942,349191000000.0,61.84761286,0.884709161,98.61290823,32399271.0,3.3
563,Malaysia,MYS,2019,65.2777282,2.506994805,364602000000.0,57.75078037,0.662891866,99.84483336,32804020.0,3.26
564,Malaysia,MYS,2020,61.59922426,1.203176188,344423000000.0,55.22933709,-1.138702154,101.0500472,33199993.0,4.54
565,Malaysia,MYS,2021,68.83889445,4.985683442,355073000000.0,61.73089716,2.477102415,101.0500472,33573874.0,4.046
567,Myanmar,MMR,1960,0.0,0.0,0.0,0.0,7.389937107,101.0500472,21720697.0,0.0
568,Myanmar,MMR,1961,0.0,0.0,3221543634.0,0.0,-0.146412883,33.97360376,22203109.0,0.0
569,Myanmar,MMR,1962,0.0,0.0,3295106580.0,0.0,-1.612903227,34.73345625,22699703.0,0.0
570,Myanmar,MMR,1963,0.0,0.0,3585432637.0,0.0,-2.682563338,35.51532729,23210687.0,0.0
571,Myanmar,MMR,1964,0.0,0.0,3697499265.0,0.0,-0.459418069,36.32190532,23737818.0,0.0
572,Myanmar,MMR,1965,0.0,0.0,3776902642.0,0.0,17.69230769,37.16203752,24286878.0,0.0
573,Myanmar,MMR,1966,0.0,0.0,3872307037.0,0.0,25.49019608,38.03088411,24854704.0,0.0
574,Myanmar,MMR,1967,0.0,0.0,3664163783.0,0.0,0.833333332,38.92650641,25440029.0,0.0
575,Myanmar,MMR,1968,0.0,0.0,3766485500.0,0.0,2.376033058,39.85082933,26044111.0,0.0
576,Myanmar,MMR,1969,0.0,0.0,4046193896.0,0.0,-4.339051463,40.79242127,26659479.0,0.0
577,Myanmar,MMR,1970,0.0,0.0,4214078522.0,0.0,-4.008438818,41.74818986,27284112.0,0.0
578,Myanmar,MMR,1971,0.0,0.008938494,4405580163.0,0.0,2.087912088,42.71345748,27914953.0,0.0
579,Myanmar,MMR,1972,0.0,0.044127493,4549456021.0,0.0,7.64262648,43.68814304,28551949.0,0.0
580,Myanmar,MMR,1973,0.0,0.00449749,4581910883.0,0.0,25.2,44.6267344,29165356.0,0.0
581,Myanmar,MMR,1974,0.0,0.101943121,4681419807.0,0.0,25.21166134,45.52427701,29751936.0,0.0
582,Myanmar,MMR,1975,0.0,0.293313639,4902947715.0,0.0,31.65566293,46.43063317,30344276.0,0.0
583,Myanmar,MMR,1976,0.0,0.0,5154770878.0,0.0,22.3844017,47.3442712,30941375.0,0.0
584,Myanmar,MMR,1977,0.0,0.005997896,5464802071.0,0.0,-1.156687243,48.28258102,31554598.0,0.0
585,Myanmar,MMR,1978,0.0,0.0,5805981911.0,0.0,-6.044706126,49.24809652,32185601.0,0.0
586,Myanmar,MMR,1979,0.0,0.0,6144979951.0,0.0,5.672295029,50.22153043,32821779.0,0.0
587,Myanmar,MMR,1980,0.0,0.037601544,6550831218.0,0.0,0.608153084,51.20693607,33465781.0,0.0
588,Myanmar,MMR,1981,0.0,0.0,7017049494.0,0.0,0.318444733,52.1928237,34110098.0,0.0
589,Myanmar,MMR,1982,0.0,0.0,7435843610.0,0.0,5.304740405,53.16061144,34742586.0,0.0
590,Myanmar,MMR,1983,0.0,-0.029428048,7806219777.0,0.0,5.650083363,54.20366313,35424262.0,0.0
591,Myanmar,MMR,1984,0.0,0.057577355,8170592925.0,0.0,4.846311548,55.32918873,36159838.0,0.0
592,Myanmar,MMR,1985,0.0,0.0,8486534274.0,0.0,6.807566558,56.43268966,36881020.0,0.0
593,Myanmar,MMR,1986,0.0,0.008804496,8560312851.0,0.0,9.3254619,57.4904979,37572340.0,0.0
594,Myanmar,MMR,1987,0.0,-0.106353312,8344280050.0,0.0,24.76,58.50165407,38233171.0,0.0
595,Myanmar,MMR,1988,0.0,0.0,7709784291.0,0.0,16.04280218,59.47343697,38868270.0,0.0
596,Myanmar,MMR,1989,0.0,0.466116656,7379702008.0,0.0,27.19852645,60.42387459,39489419.0,0.0
597,Myanmar,MMR,1990,0.0,7.913310526,7619405653.0,0.0,17.62677503,61.35745784,40099553.0,0.0
598,Myanmar,MMR,1991,0.0,11.1388021,7700101079.0,0.0,32.27203829,62.24643174,40680533.0,0.732
599,Myanmar,MMR,1992,0.0,7.741565946,8045707476.0,0.0,21.9132104,63.0991416,41237813.0,0.704
600,Myanmar,MMR,1993,0.0,3.725395257,8670596516.0,0.0,31.83160687,63.94146035,41788302.0,0.678
601,Myanmar,MMR,1994,0.0,3.299507469,9258442809.0,0.0,24.09878608,64.78120544,42337109.0,0.688
602,Myanmar,MMR,1995,0.0,5.681175461,9925370608.0,0.0,25.1947124,65.61218288,42880186.0,0.686
603,Myanmar,MMR,1996,0.0,5.389883695,10589070249.0,0.0,16.27539664,66.44332252,43423369.0,0.692
604,Myanmar,MMR,1997,0.0,6.873411738,11228099908.0,0.0,29.69723258,67.28286868,43972046.0,0.699
605,Myanmar,MMR,1998,0.0,6.816521254,11875045870.0,0.0,51.48754975,68.11547113,44516185.0,0.703
606,Myanmar,MMR,1999,0.0,4.484731324,12881816311.0,0.0,18.40104337,68.91947853,45041636.0,0.683
607,Myanmar,MMR,2000,0.0,3.719927004,14481504948.0,0.0,-0.109165515,69.6794871,45538332.0,0.654
608,Myanmar,MMR,2001,0.0,3.348786197,16287019890.0,0.0,21.10130538,70.40858402,46014826.0,0.656
609,Myanmar,MMR,2002,0.0,2.46310373,18193097258.0,0.0,57.07451126,71.12071182,46480230.0,0.663
610,Myanmar,MMR,2003,0.0,3.209462614,20555711976.0,0.0,36.58971753,71.80018515,46924293.0,0.656
611,Myanmar,MMR,2004,0.0,2.250745947,23370875796.0,0.0,4.534213741,72.44719476,47338446.0,0.653
612,Myanmar,MMR,2005,0.0,2.218499919,26541588962.0,0.0,9.368618142,73.04467828,47724471.0,0.656
613,Myanmar,MMR,2006,0.0,2.324979126,30073443518.0,0.0,19.99648734,73.58910738,48088274.0,0.661
614,Myanmar,MMR,2007,0.0,4.553355804,33832770203.0,0.0,35.02459707,74.13032042,48445647.0,0.669
615,Myanmar,MMR,2008,0.0,3.753877604,37579501729.0,0.0,26.79953719,74.58861184,48729486.0,0.682
616,Myanmar,MMR,2009,0.0,3.663100102,41491469387.0,0.0,1.472343114,75.02806674,49015836.0,0.69
617,Myanmar,MMR,2010,10.62367325,2.384200108,45669364144.0,8.177212645,7.718381959,75.60693751,49390988.0,0.696
618,Myanmar,MMR,2011,9.104749643,4.656094617,49103726463.0,7.026818855,5.021460146,76.22116059,49794522.0,0.719
619,Myanmar,MMR,2012,6.088150612,2.287185154,52288473368.0,5.767247514,1.467583227,76.88614407,50218185.0,0.731
620,Myanmar,MMR,2013,15.81813348,3.722172613,56418567055.0,15.16497203,5.643038834,77.55303179,50648334.0,0.722
621,Myanmar,MMR,2014,19.87613946,3.437949846,61044699846.0,20.65187681,4.953299185,78.20241931,51072436.0,0.723
622,Myanmar,MMR,2015,20.46392121,6.477626045,63045305229.0,24.48330715,9.454171895,78.83253047,51483949.0,0.77
623,Myanmar,MMR,2016,22.97516723,5.437057512,69669967695.0,30.93987653,6.928825258,79.49439168,51892349.0,0.994
624,Myanmar,MMR,2017,25.94272972,7.818258776,73676035775.0,35.07875202,4.572536553,80.10469705,52288341.0,1.36
625,Myanmar,MMR,2018,28.35971336,2.633409401,78394969160.0,34.08919366,6.872328657,80.6894653,52666014.0,0.77
626,Myanmar,MMR,2019,30.38975072,2.526413422,83686990310.0,30.2992385,8.825066968,81.2627731,53040212.0,0.41
627,Myanmar,MMR,2020,28.65204712,2.416252155,86343026585.0,26.45208221,6.872328657,81.85330718,53423198.0,1.48
628,Myanmar,MMR,2021,28.29126129,3.174912996,70876447891.0,24.81304837,6.872328657,81.85330718,53798084.0,2.55
629,Philippines,PHL,1960,0.0,0.0,31344442132.0,0.0,4.15482178,81.85330718,28486871.0,0.0
630,Philippines,PHL,1961,0.0,0.0,33129655728.0,0.0,1.595633005,98.37863274,29342411.0,0.0
631,Philippines,PHL,1962,0.0,0.0,34735216309.0,0.0,5.796652201,101.2069302,30185979.0,0.0
632,Philippines,PHL,1963,0.0,0.0,37172331197.0,0.0,5.62554937,104.0827164,31043711.0,0.0
633,Philippines,PHL,1964,0.0,0.0,38437117698.0,0.0,8.183079057,107.0093945,31916622.0,0.0
634,Philippines,PHL,1965,0.0,0.0,40491615974.0,0.0,2.564102564,109.9897338,32805538.0,0.0
635,Philippines,PHL,1966,0.0,0.0,42289912833.0,0.0,5.4,113.00459,33704749.0,0.0
636,Philippines,PHL,1967,0.0,0.0,44498582862.0,0.0,6.253953194,116.0626869,34616857.0,0.0
637,Philippines,PHL,1968,0.0,0.0,46740492396.0,0.0,2.358806459,119.1744552,35544973.0,0.0
638,Philippines,PHL,1969,0.0,0.0,48932375373.0,0.0,1.955510323,122.2999061,36477170.0,0.0
639,Philippines,PHL,1970,0.0,-0.013758107,50739197210.0,0.0,14.38146168,125.5132636,37435586.0,0.0
640,Philippines,PHL,1971,0.0,0.257788396,53473536818.0,0.0,21.40334354,128.8196406,38421746.0,0.0
641,Philippines,PHL,1972,0.0,0.045214573,56377357074.0,0.0,8.204034135,132.1413498,39412479.0,0.0
642,Philippines,PHL,1973,0.0,0.519609291,61328421715.0,0.0,16.58003226,135.4868189,40406234.0,0.0
643,Philippines,PHL,1974,0.0,0.837656748,63410280231.0,0.0,34.16359164,138.7984976,41388324.0,0.0
644,Philippines,PHL,1975,0.0,0.67554592,66866839836.0,0.0,6.761402705,142.1820874,42394433.0,0.0
645,Philippines,PHL,1976,0.0,0.792015011,72736680731.0,0.0,9.199227136,145.8039709,43474370.0,0.0
646,Philippines,PHL,1977,0.0,0.942414648,76783000642.0,0.0,9.898751597,149.7351108,44646518.0,0.0
647,Philippines,PHL,1978,0.0,0.392049125,80769869290.0,0.0,7.334525939,153.9079686,45890739.0,0.0
648,Philippines,PHL,1979,0.0,0.022422596,85289404734.0,0.0,17.53333333,158.1454606,47154232.0,0.0
649,Philippines,PHL,1980,0.0,-0.287666363,89725060255.0,0.0,18.20051049,162.3890599,48419546.0,0.0
650,Philippines,PHL,1981,16.15668468,0.424695078,92795639107.0,19.1140962,13.08259852,166.6141128,49679330.0,0.0
651,Philippines,PHL,1982,13.87111319,0.037909292,96227598683.0,18.30902706,10.22172714,170.8371801,50938522.0,0.0
652,Philippines,PHL,1983,14.71057258,0.278077648,98052989838.0,19.60243926,10.02935656,175.1339337,52219685.0,0.0
653,Philippines,PHL,1984,16.94246935,0.025188774,91150669046.0,17.881515,50.33897564,179.4780125,53514959.0,0.0
654,Philippines,PHL,1985,17.02212327,0.034323406,84899212334.0,15.81839857,23.10310718,183.8302311,54812660.0,0.0
655,Philippines,PHL,1986,18.56612321,0.373670319,87879755423.0,16.17388358,1.148137777,188.1806956,56109838.0,0.0
656,Philippines,PHL,1987,18.54153262,0.812353215,91712903096.0,18.81586849,4.069767442,192.5585237,57415175.0,0.0
657,Philippines,PHL,1988,19.99936372,2.16907284,97854853030.0,19.32428189,13.86006917,197.0551129,58755923.0,0.0
658,Philippines,PHL,1989,19.73988958,1.160496076,103906000000.0,21.54303471,12.24299065,201.6545695,60127343.0,0.0
659,Philippines,PHL,1990,19.39321314,1.049332763,107109000000.0,23.52914314,12.17735221,206.4557065,61558898.0,0.0
660,Philippines,PHL,1991,20.96514118,1.050513332,106642000000.0,23.2547826,19.26145853,211.4221786,63039751.0,3.834
661,Philippines,PHL,1992,20.77966454,0.377344068,107087000000.0,24.21147819,8.651003579,216.465523,64543525.0,3.802
662,Philippines,PHL,1993,22.30313037,1.995595337,109424000000.0,28.16191255,6.716311041,221.6296777,66083321.0,3.738
663,Philippines,PHL,1994,24.07566586,2.174708048,114210000000.0,28.45083795,10.38647343,226.8849415,67650283.0,3.661
664,Philippines,PHL,1995,25.94604166,1.746132221,119492000000.0,31.38451631,6.83199611,232.2516283,69250468.0,3.651
665,Philippines,PHL,1996,28.88672137,1.6027794,126495000000.0,34.96858218,7.476103778,237.9346313,70944969.0,3.608
666,Philippines,PHL,1997,35.08614574,1.298533162,133055000000.0,42.14250018,5.590259397,243.8838146,72718837.0,3.63
667,Philippines,PHL,1998,37.8068684,3.070114931,132371000000.0,42.27033312,9.234934323,249.8303585,74491918.0,3.828
668,Philippines,PHL,1999,38.41115874,2.135680923,136801000000.0,38.75033498,5.939049018,255.7234598,76249064.0,3.691
669,Philippines,PHL,2000,43.34421929,1.77722654,142796000000.0,41.8091493,3.977125032,261.4556226,77958223.0,3.655
670,Philippines,PHL,2001,41.15550151,0.962985444,147150000000.0,43.74488712,5.345501956,267.0492873,79626086.0,3.7
671,Philippines,PHL,2002,40.00567994,2.098276387,152619000000.0,43.83912415,2.722772277,272.6148573,81285572.0,3.627
672,Philippines,PHL,2003,42.30501837,0.565262899,160382000000.0,45.26962599,2.289156627,278.1729785,82942837.0,3.53
673,Philippines,PHL,2004,41.82684099,0.623144589,170918000000.0,45.29844383,4.829210836,283.7559144,84607501.0,3.55
674,Philippines,PHL,2005,41.23003922,1.549060317,179366000000.0,42.61563535,6.516853933,289.3022437,86261250.0,3.8
675,Philippines,PHL,2006,41.24545937,2.120919981,188902000000.0,39.6050793,5.485232068,294.8044237,87901835.0,4.05
676,Philippines,PHL,2007,38.01418634,1.871212824,201217000000.0,35.63079365,2.9,300.3701814,89561377.0,3.43
677,Philippines,PHL,2008,33.35683324,0.737800789,209959000000.0,34.32423753,8.260447036,306.0412718,91252326.0,3.72
678,Philippines,PHL,2009,30.2195256,1.173248508,213000000000.0,30.66706519,4.219030521,311.7246906,92946951.0,3.86
679,Philippines,PHL,2010,32.87482972,0.513698459,228622000000.0,33.22944879,3.789836348,317.3917564,94636700.0,3.61
680,Philippines,PHL,2011,29.10542888,0.856962271,237443000000.0,31.69040782,4.718417047,323.09727,96337913.0,3.59
681,Philippines,PHL,2012,27.46707386,1.227630152,253819000000.0,30.37493166,3.026963911,328.7799477,98032317.0,3.5
682,Philippines,PHL,2013,26.17741981,1.316426849,270953000000.0,29.64736142,2.582687661,334.3733675,99700107.0,3.5
683,Philippines,PHL,2014,27.35450419,1.929377227,288153000000.0,30.1136679,3.597823439,339.8235939,101325201.0,3.6
684,Philippines,PHL,2015,27.20805724,1.84017849,306446000000.0,31.93353487,0.674192537,345.5457122,103031365.0,3.07
685,Philippines,PHL,2016,26.67300334,2.598510005,328355000000.0,35.10306242,1.253698801,351.7297716,104875266.0,2.7
686,Philippines,PHL,2017,29.55229085,3.122386545,351114000000.0,38.61607889,2.853187726,357.9786732,106738501.0,2.55
687,Philippines,PHL,2018,30.21360537,2.868336627,373379000000.0,41.94979293,5.309346616,364.1172351,108568836.0,2.34
688,Philippines,PHL,2019,28.38292001,2.301175741,396225000000.0,40.45892225,2.392065344,370.1941979,110380804.0,2.24
689,Philippines,PHL,2020,25.20283931,1.885863784,358511000000.0,32.96672099,2.393162393,376.2651407,112190977.0,2.52
690,Philippines,PHL,2021,25.74228389,3.04079595,378957000000.0,37.75928705,3.927180221,376.2651407,113880328.0,2.632
692,Singapore,SGP,1960,162.8256234,0.0,5946828630.0,176.4809493,0.0,376.2651407,1646400.0,0.0
693,Singapore,SGP,1961,142.4232067,0.0,6430753564.0,156.9786816,0.4,2540.895522,1702400.0,0.0
694,Singapore,SGP,1962,138.1212193,0.0,6916496945.0,148.5233068,0.41958042,2612.238806,1750200.0,0.0
695,Singapore,SGP,1963,141.1534354,0.0,7610925225.0,155.7280171,2.205199629,2679.104478,1795000.0,0.0
696,Singapore,SGP,1964,122.084612,0.0,7374745418.0,132.9460763,1.726095844,2748.656716,1841600.0,0.0
697,Singapore,SGP,1965,123.2370291,0.0,7952502182.0,134.3041963,0.178611297,2816.268657,1886900.0,0.0
698,Singapore,SGP,1966,123.2779168,0.0,8762074484.0,130.4999404,2.005794517,2887.164179,1934400.0,0.0
699,Singapore,SGP,1967,114.2932531,0.0,9858088449.0,121.641732,3.342800961,2951.641791,1977600.0,0.0
700,Singapore,SGP,1968,125.6598845,0.0,11191591504.0,131.1405921,0.655391121,3002.985075,2012000.0,0.0
701,Singapore,SGP,1969,132.1256371,0.0,12739816701.0,141.5720387,-0.27305188,3048.507463,2042500.0,0.0
702,Singapore,SGP,1970,126.026908,4.842270338,14516002328.0,145.0325719,0.463352991,3096.279104,2074507.0,0.0
703,Singapore,SGP,1971,119.4634843,5.124160522,16317937154.0,139.8331866,1.761006289,3153.58209,2112900.0,0.0
